date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,total_deaths_per_million,icu_patients,hosp_patients,weekly_hosp_admissions,daily_case_change_rate,daily_death_change_rate,hospitalization_rate,icu_rate,case_fatality_rate,7day_avg_new_cases,7day_avg_new_deaths,hospitalization_need,icu_requirement
6/26/2021,33256892,15572,599909,315,98308.866,1773.358,3562,12238,13203,0.046845312,0.052535549,0.036798387534228996,0.010710561888946207,1.8038636923738995,12089.57142857143,280.14285714285717,Medium,Medium
6/27/2021,33271863,14971,600321,412,98353.121,1774.576,3525,12233,13372,0.045016233,0.068677083,0.036766802,0.010594537492535359,1.8042903098032113,12519.57142857143,300.14285714285717,Medium,Medium
6/28/2021,33285157,13294,600563,242,98392.418,1775.291,3617,12510,13528,0.039955683,0.040311767,0.03758432,0.010866705540851137,1.8042967320238266,12654.42857142857,298.85714285714283,Medium,Medium
6/29/2021,33295833,10676,600736,173,98423.977,1775.803,3676,12662,13596,0.032074356747062965,0.028806303418625525,0.038028783,0.011040421,1.804237785551123,12887.142857142857,291.7142857142857,Medium,Medium
6/30/2021,33306271,10438,600919,183,98454.832,1776.344,3673,12877,13767,0.031349268,0.030462633,0.038662389,0.011027953264416782,1.8042217935475273,13154.285714285714,279.85714285714283,Medium,Medium
7/1/2021,33321785,15514,601201,282,98500.692,1777.177,3614,12863,13876,0.046579816755829555,0.046928122,0.038602374,0.010845757512690271,1.804228075,13472.285714285714,276.14285714285717,Medium,Medium
7/2/2021,33333424,11639,601445,244,98535.098,1777.898,4027,13234,14294,0.034929101,0.040585428,0.039701892,0.012080967,1.8043300922221492,13157.714285714286,264.42857142857144,Medium,Medium
7/3/2021,33352010,18586,601734,289,98590.039,1778.753,3753,12916,14458,0.055757848,0.048050944,0.038726302,0.011252695114927106,1.804191111720103,13588.285714285714,260.7142857142857,Medium,Medium
7/4/2021,33368900,16890,602038,304,98639.966,1779.651,3777,13121,14577,0.050641625,0.050520661953620705,0.039321044,0.011318922709468996,1.804188930411251,13862.42857142857,245.28571428571428,Medium,Medium
7/5/2021,33382089,13189,602190,152,98678.954,1780.101,3883,13433,14757,0.039524827,0.025247576,0.040240142,0.011631986242682415,1.8039314435953964,13847.42857142857,232.42857142857142,Medium,Medium
